"","text"
"171","dear developer mohon pendaftaran mobile jkn terakses memasukan no pendaftaran bayangkan syarat masyarakat hrus kantor bpjs kes paham konsultasi robot pandawa tolong team it bijaksana kemudahan akses mobile jkn validasi nik terkoneksi dukcapil memasukan no hp no hp hilang ganti no"
"172","pemerintah mempekerjakan it seleksi si gunanya test cpns mempersulit masyarakat verifikasi nomer banget astaga tolong seleksi memperkerjakan orang"
"173"," masuk habisin quota tulisan jaringan internet tp dipakai lancar jaya pantesan bnyk banget kasih bintang kasih bintang jg isinya negative comment terkait jg bantu reply comment sesuai masyarakat jngn suruh hubungi trs over lg dahhh"
"174","update login ulang pake password reset password kirim otp pulsa timeout ribet dibikin mudah"
"175"," terupdate otomatis login login berubah nggak pakai email lg pakai nik no bpjs coba login nggak bisaâ password salah trs pdhal password udh dicatattambah ngawur pasca update"
"176"," daftar sulit banget mencantumkan nomor kk ajah pakai nik nomor nik terdaftar dispendukcapil"
"177"," susah masukpadahal enak klo lupa password emailini no hp no hp hilang kemudahan terimakasih"
"178","im sory to say aplikasinya ambyar depelovernya ngopi gaji kah daftar peserta input biodata peserta nik manual nik dibilang sesuai kk haha logikanya tolong diperbaiki"
"179","tolong diperbaiki kemudahan layanan error mendaftar bpjs user interface bagus tinggal experiencenya terimakasih"
"180"," daftar mobile jkn susah menerima no hp aktif tpi menerima no hp maksudnya no hp suruh menghubungi care center hubungi chatbot chika perubahan no hp eh chika nyuruh menghubungi akun bpjs kesehatan ig fb twitter perkara no hp seribet masukkan daftar mobile jkn dimintakan no hp aktif dikirim kode verifikasi no hp bnr"
"181"," mendaftar auto debit bri data sesuai jkn muncul phone number not found ngecek data bank kirain salah datanya sesuai masukkan email jugaselalu muncul format email sesuai emailnya coba berulang kali mendaftar auto debit bri mobile jkn tdk bsa tlg diperbaiki"
"182"," login tp prnah sruh daftar daftar masukin no hp tp tulisan data nomer tdk sesuai trus masuk gmn klw sesuai no kk udh no hp tdk sesuai "
"183","jkn skrg banget masuk sandi salah sdh bener ganti sandi ttp pemberitahuan nik terdaftarya ampun maksudnya emosi membantu digunain"
"184"," daftar bpjs biaa salah nik update dicek kemendagri valid maksudnya ya mohon diperbaiki sistemnya orang butuh pertolongan"
"185","muter captha muncul update daftar dokter kacau aplikasinya jaringan bagus banget captha tetep muncul"
"186","mohon bantuannya min minggu tdk pendaftaran online fktp perbaikan informasikan fktp jd mohon konfirmasinya"
"187"," maintenance kadang dibuka bermasalah udh pake wifi tolong diperbaiki depannya biar fast easy user terimakasih"
"188"," membantu ribet lupa password masukkan no hp langsung sekian ulusan membantu"
"189","ux aplikasinya bugs bingung penggunanya tolong diperbaiki bugs terpaksa berhenti daftar menyusahkan "
"190","mending gk kebanyakan update mending bagus buruk sekira update memperbaiki log in alasan salah password nik terdaptar lahkoneksi jaringan internet lemah alasan bingung nik terdaftar trs sy daftar pake pake nik pake nomor lotere gitu update bagus ancur heran"
"191"," coba tolonglah pemerintah sdmnya payah dlm kalah swasta membantu masyarakat mengaksesnya"
"192","tiada permudah persulit lempar udh hubungi chika arahkan ka kantor cabang sesuai domisili masuk melebihi kapasitas hubungi berulang ulang udah email mun persulit dgn alasan gagal muaterror udh pake wifi data "
"193","ribet lupa password udah ikutin tahap verifikasi nomer dikirim kode otp keterangan gagal kode otp masuk sms pulsa habis nyoba terusan banget ni parah"
"194","parah abis ubah segmen isi kolom sesuai perintah trus suruh isi nomer notifikasi dikirim sms notifikasi masuk sampe bodoh pake membuang membantu kesibukan tinggalkan buang "
"195"," kode otp ya tertera koneksi stabil data stabil stabil tolong developer dibantu"
"196","rakyat lg engap karna situasi covid kelas ja udh ngosan byarnya bayar jdi hutang berenti mati dlu asuransi membunuh rakyat perlahan berita naikin tarifnya rbah jdi kelas ja asuransi membunuh rakyat"
"197"," maintains kesulitan input kode otp kesulitan rubah kepesertaan disayangkan milik pemerintah jelek jaman teknologi kembangkan maintains "
"198","cobak rubah login pakek alamat email merepotkan log inudah beli pulsa gagalâ sesuikan layanan seperi menyesuaikan nominal membayar iuran"
"199"," verifikasi nomor telepon masuk tidam suruh hubungi wa no telponnya wa error nice try gagal"
"200"," verifikasi nomor telepon masuk tidam suruh hubungi wa no telponnya wa error nice try gagal"
"201"," login daftar autodebet tp registrasi susahnya ampun isi kode verifikasi app ngelag buka lancar jd gimana login klo kondisinya "
"202"," app buruk updet pass giliran kirim kode otp nggak ngisi kode otpnya fix app gagal "
"203"," pemerintah gimana sih sarana log in bisaapake fitur lupa password aplikasinya close sendiridaftar akun close aplikasinyatelp call center solusimusinginkapan kemajuan republik iningacoooooo"
"204","pendaftaran rumit ditolak berkalikali memasukkan nomor terdaftar salah form peringatan bertuliskan nomor terdaftar tulisannya alias kosong nomer terdaftar dibayar mendukung kebijakan pemerintah diurus ribetnya ampun warga negara gini call center responsif hadeh ğ"
"205"," kali daftar akun ditolak nomor hp terdaftar ganti nomor hp via wa pandawa bpjs balasan chat sistem pusing deh "
"206"," susah login yahpadaha update terbarutrus tlpon call center pandawa ganti perubahan nomor telptapi susah login ganti password keterangan nmer tlpon pake nmer tlpon call center perubahan notlpğğ"
"207"," mah gausah dikasih bintang gimana sih orang daftar jkn masukin nomer kartu bpjs disuruh masukin nomer hp verifikasi gabisa langsung gimana sih udah coba semalem gabisa "
"208","ampun dah nelpon langsung ngomong cs kebanyakan si chika ngomong pulsa udah habis habis dengerin ocehan si chika terhubung cs parah sih"
"209"," memudahkan cuman ribet hidup orang login ribetnya kayak birokrasi negeri jaringan nik terdaftar login bayar iuran kagak dibalas permohonan maaf doang solusinya kagak mending hapus "
"210","ya applikasi urusan negara it amatiran biaya aplikasinya mahal biayanya belajar pembuat comer toko online bank jamin lancar applikasinya"
"211"," daftar bpjs udah masukkan nomor kk keterangan bosa masuk pendaftaran tambahan anggota bernuat anggota mohon diperbaiki bug aplikasinya"
"212"," idah update versi terbaru login udah klik lupa password udah masukin no bpjs no hp tp sms verifikasi gimana udah coba berulang kali"
"213"," daftar alamat tertera kk ktp eh balasan data salah mohon sesuai ktp parah nih ribet salah contoh masyarakat malas program dr pemerintah"
"214"," iuran bpjs kls pemberitahuan klo emang ya tolong kasi notifikasi klo bpjs kls bingung tp pemberitahuan tolong informasinya"
"215"," mempermudah rakyat ribet gabisa sesuai slogan dipersulit dipermudah mesti pake amplop dibuka payah"
"216"," baca ulasan nyabaru nyadaroooh samaa alami ğ kmrn pulsa habis ğ verifikasi berkaligagal trus berhasil verifikasi login no blm terdaftar lolaaaa muter trus masukan no rekeninguntuk daftar auto debet wajib pakai autodebet kah klo pakai "
"217"," perubahan data sulit proses telpon medsos resmi pajangan dichat balas template pandawa no response buruk"
"218","kacaw gagal log in captcha mutermuter alasan internet stabil internet paket terbaik sistemnya buruk sekelas program bpjs intasansi dipercaya pemerintah kayak gini gimana negara maju keluarga sakit apaapa anak gue gue tuntut lo akhirat sewalah developer android profesional sekelas internasional"
"219"," sekalicoba publish test developer negeri bug lambat solusiampuni dosa dosa hamba ya allah"
"220","susah daftar dibilang gagal kirim kode verifikasi sms kode verifikasi udah masuk sms sinyal udah kuat pulsa uda pulsanya abis daftar perbaikin biar pengguna nyaman"
"221","aplikasinya mendaftar susah muter muter mulu daftar dipersulit mengurus daftar ribet banget muter mulu aplikasinya ngurus sih develepornya nggak berusaha memperbaiki sistem buruk ğğ"
"222","update trus heran ganti nomor tlvon mobile ribet mulu gimana sih kayak pelayanannya bagus ribet kayak sih masukin nomor hp susah skrg susah menghubungi call center call center susah dihubungin"
"223","aduuuh ko ribet bangetno hp terdaftar salahmau ganti no hp biar daftar susah ampun kirain bkal perubahan dg daftar perserta online gk tau ribet"
"224","verifikasinya aneh pulsa sms aktif bilangnya saldo cukuppulsa cukupmasa tenggang sebenernya dipake ni "
"225"," pastikan pengguna mobile jkn kemudahan penggunaakan pengguna sulit dlm proses pengecekan datakami pengguna setia mobile jknsaat kecewadengan alasan sulit masuk sdngkan data sdh sesuai berdasarkan data milikiperhatikan mobile jkn "
"226","dendanya masuk akal masuk opname bayar denda memberatkan rakyat mohon diperbaiki sistemnya denda iuran dibedakan iuran denda mahal dendanya denda bunga bank kartu credit ğğğğ"
"227"," ya tulisan mandatory kpj sandi akun bayar akun mobile jkn mentok pengaturan pembuatan password tolong solusinya"
"228","gue puskesmas udeh gitu suruh download gue dftar ribet banget gue sblmnya emang terdaftar kantor gue tp aktif kirim kode otp nomer udah mati rumitt"
"229","asem mempermudah layanan masyarakat mempersulit bikinnya pemerintah mengevaluasi pelayanan publik kaya gini asemmm"
"230","aplikasinya membantu sya mendaftar mobile jkn dgn nomer telp terdaftar keterangan no hp masukkan sesuai data bpjs"
"231"," daftarin nenek bpjs mobile jkn notif penambahan anggota keluarga login nenek daftar bpjs kk status cerai mati telpon cs disuruh daftar jkn mobile wa jkn mobile gk daftar notif kucoba wa layanan kabupaten banyuwangi cabang gresik lamongan lelah ribet daftar bpjs"
"232"," login otomatis skrg gabisa masukin no kartu pasword tp aplikasinya bilang salah trs coba fitur lupa sandi nomer telp dimasukkan salah pdhl sms otp masuk gimana nih bpjs "
"233"," update versi klik lupa password isi nomor bpjs isi nomor hp kode bverivikasi sms keterangan jaringan stabil buka yutub ngebut"
"234"," login nyusahin nih klik lupa pasword masukin nomer hp eh gimana login"
"235"," sekelas bpjs milik pemerintah kayak gini ya ganti password login masuk stuck menu home wort it banget"
"236"," banget no sesuai sesuai data dftr mobileselalu bilang no aktif pastikan pulsa pulsa no aktif please lahini layanan masyarakat ngebantu disuruh serba online aplikasinya mendukung iuran dibayarlayanan "
"237","tolong cs jkn sehabis update password salah aneh pake gmail pake nomer tlpn nomernya dah aktif ribet ngurus kekantornya langsung dihubungi wa tlpn csnya tanggapan bayar lho pelayanan ngegantung gitu ğ"
"238","mohon bantuan sy bayar ribu juli agustus pakai berobat tp bln kemarin dibilang bayar bayar ribu korupsi mohon bantuannya "
"239"," masukan no hp bpjs hubungi fb bpjs kesehatan ri wa jg tpi gitu no bpjs blm kartu bpjs terima cek terdaftar peserta"
"240","ni yagk login email no kartu password dah bener tetep loginpake lupa password jg masukkan no handphone daftar kanni team developer kopisampe ngaco data user"
"241"," gimana login sih login dipersulit layanan kesehatan dipersulit pergi kantor cabang bpjs disuruh download skrng udah dowload login susah "
"242"," laporan uangku refund butuh uang kenpa sistem main sedot saldo pemberitahuan habis saldo sayağğğğğ"
"243","aplikasinya buruk kode otp pake pulsa trus pulsa pengiriman sms otp gagal sampe habis pulsa bilang maaf pulsa mencukupi parah banget ni apkğğ"
"244"," runyam sekalisudah sesuai instruksi nomor telp masukkan salah bangkeee tolol"
"245"," ngk emang password udah bilang sesuai standar bpjs udah pasword ngatur password orangkalau perubahan password ya login dululah ganti sesuai standar udah lupa password sesuai arahan masukkan no hp bilangnya no ngk terdaftar no terdaftar kn gila aplikasinya"
"246"," daftar login salah pasword trus no bpjs trus captcha smpek riset pasword sekelas nasional buruk gini ratingnya malu bos milik swasta lancar rating bagus dana bpjs buruk rating kritis "
"247","sumpah kesel update mudah masuk susah passwrd ndak sesuai kebijakan ganti passwd no hp bilang passwr geje kombinasi hurif angka nulis angka sampah nih lamaâ "
"248"," cepat mendukung daftar berhasilketika login nik bertuliskan terdaftar mencoba login kecewa"
"249","sdh login nggk bsa teruspadahal sdh benarsangat mengecewakn sekalipadahal cuman pindah faskessepertinya baiknya uninstal ajabikin kaya hati"
"250","nomor induk kependudukan terdaftar bpjs kesehatan silakan pendaftaran maksudnya gimana bertahuntahun anggota notifikasinya giliran daftar bilangnya sdh terdaftar log in giliran log in terdaftar anehhh ajaib giliran kantor disuruh kasih bintang ğ terpaksa"
"251"," ya reset password susahnya ditolong pulsa sampe habis nerima kode verifikasi udah dapet sms kode muncul input kode diulang sampe pulsa kandas"
"252"," update masuk susah riset password susah kode otp ditunggu tolong tim it bpjs didengar follow up "
"253","haijkn sy pakai lamatapi login hp barumalah susah loginnyajaringan stabilversi baruterus passwordnya tergantino hp no kartu bpjs tergantitapi logintolong solusinya boss"
"254","daftar akun jkn no hp berbeda ngehubungin pandawa sesuai diarahkan cs respon dgn alasan kapasitas penuh wa jam jam sya wa respon langsung cabang pemda cibinong memperbaiki data via wa dunia digital memudahkan mempersulit tolong diperbaiki pelayanan buruk "
"255","jelek banget log in susah kode otp masuk sms diketik chat pandawa dibaca solusi boro solusi dibales nggak dibaca doank kocaaaag "
"256","sulit ribet kemudahan aplikasinya membantu ombang ambing ktnya sdh terdaftar blm terdaftar"
"257"," login pake email pakai nik nomor bpjs gabisa klik lupa password verifikasi nomor telpon nomor hp udah aktifdiganti ubah nomor telpon ribet hubungi pandawa cs watsapp bot tolonglah dikondisikan biar login pake email "
"258","maaf bintang login pengisian no bpjsnik password login alasan data dimasukkan sesuai lupa passwordpassword salah ubah password verifikasi no hp no hp verifikasi alasan nomor didaftarkan mobile jkn"
"259","gaje login no bpjs pw dh bener masukin no captcha salah masukin no captcha udhny dianggap salah ganti salah nunggu gara gara captcha"
"260"," terdaftar aplikasinya dibuka lupa password ganti pass gabisa nomor salah nomor aktif kecewa"
"261"," sampe pusing login salah terusudah reset password trus login lagieh muncul notif no hp sdh login dr nomor berbedapertanyaannyakpn login pke no no bpjs sendiriaduh capek dehjawabannya bsa memuaskan krn instruksi sdh tp bsa loginsungguh jawabannya memuaskankrn tdk login dg no berbedahp hrs login pke hp bkn milik "
"262"," perubahan data peserta keluhan sosial media memuaskan ujungnya call centerknp cantumkan alamat sosial media terakhirnya call center"
"263","hadeh buka update login nomor kartu password kirim otp motong pulsa parah sedari peningkatan sekelas bpjs so bad"
"264"," brguna bngt buka stengah matinya ampun udah gtu loading lihat profil bisalihat peserta gk loading doang mengding gk pake nie manfaatnya skali bagus aplikasinya bpjs ketenagakerjaan"
